country,date,label,value
  India,1985-01-01,GEE,563956.084
  China (People's Republic of),1985-01-01,GEE,515532.419
  Brazil,1985-01-01,GEE,307519.082
  Indonesia,1985-01-01,GEE,99880.85
  Philippines,1985-01-01,GEE,46988.916
  Viet Nam,1985-01-01,GEE,45164.72
  South Africa,1985-01-01,GEE,27919.177
Costa Rica,1985-01-01,GEE,4545.592
  India,1986-01-01,GEE,574766.067
  China (People's Republic of),1986-01-01,GEE,528146.868
  Brazil,1986-01-01,GEE,318716.284
  Indonesia,1986-01-01,GEE,102486.721
  Philippines,1986-01-01,GEE,47621.596
  Viet Nam,1986-01-01,GEE,45840.265
  South Africa,1986-01-01,GEE,27907.386
Costa Rica,1986-01-01,GEE,4542.506
  India,1987-01-01,GEE,564959.087
  China (People's Republic of),1987-01-01,GEE,559186.781
  Brazil,1987-01-01,GEE,327501.801
  Indonesia,1987-01-01,GEE,102388.341
  Philippines,1987-01-01,GEE,46311.721
  Viet Nam,1987-01-01,GEE,45480.744
  South Africa,1987-01-01,GEE,28007.098
Costa Rica,1987-01-01,GEE,4533.469
  India,1988-01-01,GEE,587920.01
  China (People's Republic of),1988-01-01,GEE,573088.834
  Brazil,1988-01-01,GEE,334980.69
  Indonesia,1988-01-01,GEE,105150.933
Poland,1988-01-01,GEE,49190.579
  Philippines,1988-01-01,GEE,47845.922
  Viet Nam,1988-01-01,GEE,47222.58
  South Africa,1988-01-01,GEE,28558.689
  Bulgaria,1988-01-01,GEE,13767.953
Hungary,1988-01-01,GEE,11795.052
Costa Rica,1988-01-01,GEE,4420.842
Slovenia,1988-01-01,GEE,1904.8
  India,1989-01-01,GEE,594681.921
  China (People's Republic of),1989-01-01,GEE,592712.874
  Brazil,1989-01-01,GEE,343966.667
  Indonesia,1989-01-01,GEE,108016.96
Poland,1989-01-01,GEE,51855.155
  Philippines,1989-01-01,GEE,48951.614
  Viet Nam,1989-01-01,GEE,48586.971
  Romania,1989-01-01,GEE,39132.059
  South Africa,1989-01-01,GEE,29361.51
  Bulgaria,1989-01-01,GEE,13176.965
Hungary,1989-01-01,GEE,11437.951
Costa Rica,1989-01-01,GEE,4398.728
Slovenia,1989-01-01,GEE,1867.084
  China (People's Republic of),1990-01-01,GEE,608226.748
  India,1990-01-01,GEE,603468.425
United States,1990-01-01,GEE,548049.159
  Brazil,1990-01-01,GEE,358175.284
  Russia,1990-01-01,GEE,250734.98
  Indonesia,1990-01-01,GEE,118294.198
Mexico,1990-01-01,GEE,113622.018
  Argentina,1990-01-01,GEE,105060.83
Australia,1990-01-01,GEE,92095.804
  Ukraine,1990-01-01,GEE,86842.924
France,1990-01-01,GEE,78176.815
Germany,1990-01-01,GEE,72632.027
United Kingdom,1990-01-01,GEE,50828.984
  Viet Nam,1990-01-01,GEE,49448.643
Poland,1990-01-01,GEE,49291.343
  Philippines,1990-01-01,GEE,47224.842
Türkiye,1990-01-01,GEE,46053.678
  Kazakhstan,1990-01-01,GEE,43860.952
Canada,1990-01-01,GEE,41139.872
Colombia,1990-01-01,GEE,40651.124
Italy,1990-01-01,GEE,37675.993
Japan,1990-01-01,GEE,37515.639
  Romania,1990-01-01,GEE,34651.382
New Zealand,1990-01-01,GEE,33312.045
Spain,1990-01-01,GEE,33022.577
Netherlands,1990-01-01,GEE,25162.319
Korea,1990-01-01,GEE,20971.7
Ireland,1990-01-01,GEE,19668.606
Czech Republic,1990-01-01,GEE,15136.369
Denmark,1990-01-01,GEE,13995.78
  Bulgaria,1990-01-01,GEE,12326.281
Chile,1990-01-01,GEE,12008.057
Belgium,1990-01-01,GEE,11636.193
Greece,1990-01-01,GEE,10534.682
Hungary,1990-01-01,GEE,10090.846
Lithuania,1990-01-01,GEE,9000.564
Austria,1990-01-01,GEE,8399.709
Sweden,1990-01-01,GEE,7646.313
Portugal,1990-01-01,GEE,7339.173
Finland,1990-01-01,GEE,7243.797
Switzerland,1990-01-01,GEE,6801.118
Slovak Republic,1990-01-01,GEE,6068.304
Latvia,1990-01-01,GEE,5030.478
Norway,1990-01-01,GEE,4946.561
  Croatia,1990-01-01,GEE,4424.338
Costa Rica,1990-01-01,GEE,3747.279
Estonia,1990-01-01,GEE,2723.705
Slovenia,1990-01-01,GEE,1951.302
Luxembourg,1990-01-01,GEE,702.071
Iceland,1990-01-01,GEE,695.252
  Cyprus,1990-01-01,GEE,454.271
  Malta,1990-01-01,GEE,108.77
  China (People's Republic of),1991-01-01,GEE,618315.885
  India,1991-01-01,GEE,610868.708
United States,1991-01-01,GEE,540745.921
  Brazil,1991-01-01,GEE,369898.154
  Russia,1991-01-01,GEE,237957.472
  Indonesia,1991-01-01,GEE,117542.842
Mexico,1991-01-01,GEE,112352.193
  Argentina,1991-01-01,GEE,106285.16
Australia,1991-01-01,GEE,91260.931
  Ukraine,1991-01-01,GEE,81069.496
France,1991-01-01,GEE,77262.483
Germany,1991-01-01,GEE,65681.345
  Viet Nam,1991-01-01,GEE,51913.624
United Kingdom,1991-01-01,GEE,50501.539
  Philippines,1991-01-01,GEE,47557.266
Türkiye,1991-01-01,GEE,46927.898
  Kazakhstan,1991-01-01,GEE,46710.633
Poland,1991-01-01,GEE,42514.509
Canada,1991-01-01,GEE,41316.43
Colombia,1991-01-01,GEE,40834.261
Italy,1991-01-01,GEE,38567.958
Japan,1991-01-01,GEE,37131.792
New Zealand,1991-01-01,GEE,33557.064
Spain,1991-01-01,GEE,31639.499
  Romania,1991-01-01,GEE,28962.306
Netherlands,1991-01-01,GEE,25499.473
Korea,1991-01-01,GEE,21238.36
Ireland,1991-01-01,GEE,19914.53
Denmark,1991-01-01,GEE,13865.171
Czech Republic,1991-01-01,GEE,13143.942
Chile,1991-01-01,GEE,12086.838
Belgium,1991-01-01,GEE,11525.269
  Bulgaria,1991-01-01,GEE,10799.153
Greece,1991-01-01,GEE,10548.852
Lithuania,1991-01-01,GEE,8855.016
Hungary,1991-01-01,GEE,8646.397
Austria,1991-01-01,GEE,8310.6
Portugal,1991-01-01,GEE,7368.831
Sweden,1991-01-01,GEE,7324.833
Finland,1991-01-01,GEE,6839.878
Switzerland,1991-01-01,GEE,6773.398
Slovak Republic,1991-01-01,GEE,5251.43
Norway,1991-01-01,GEE,4877.921
Latvia,1991-01-01,GEE,4646.509
  Croatia,1991-01-01,GEE,4286.558
Costa Rica,1991-01-01,GEE,3594.312
Estonia,1991-01-01,GEE,2610.772
Slovenia,1991-01-01,GEE,1832.54
Luxembourg,1991-01-01,GEE,703.522
Iceland,1991-01-01,GEE,677.107
  Cyprus,1991-01-01,GEE,460.822
  Malta,1991-01-01,GEE,111.505
  China (People's Republic of),1992-01-01,GEE,622579.327
  India,1992-01-01,GEE,617247.363
United States,1992-01-01,GEE,543748.618
  Brazil,1992-01-01,GEE,376247.556
  Russia,1992-01-01,GEE,225513.482
  Indonesia,1992-01-01,GEE,125299.367
Mexico,1992-01-01,GEE,111019.362
  Argentina,1992-01-01,GEE,107124.924
Australia,1992-01-01,GEE,88317.427
France,1992-01-01,GEE,76630.17
  Ukraine,1992-01-01,GEE,75797.069
Germany,1992-01-01,GEE,64228.084
  Viet Nam,1992-01-01,GEE,53048.801
  Kazakhstan,1992-01-01,GEE,51645.607
United Kingdom,1992-01-01,GEE,50017.885
Türkiye,1992-01-01,GEE,46978.762
  Philippines,1992-01-01,GEE,45677.457
Canada,1992-01-01,GEE,43165.926
Colombia,1992-01-01,GEE,41179.793
Poland,1992-01-01,GEE,38641.167
Italy,1992-01-01,GEE,38030.215
Japan,1992-01-01,GEE,37893.209
New Zealand,1992-01-01,GEE,33113.285
Spain,1992-01-01,GEE,31753.301
Netherlands,1992-01-01,GEE,25515.811
  Romania,1992-01-01,GEE,25443.211
Korea,1992-01-01,GEE,21640.67
Ireland,1992-01-01,GEE,20070.946
Denmark,1992-01-01,GEE,13720.55
Chile,1992-01-01,GEE,12477.307
Belgium,1992-01-01,GEE,11519.921
Czech Republic,1992-01-01,GEE,11318.438
Greece,1992-01-01,GEE,10271.491
  Bulgaria,1992-01-01,GEE,9414.885
Austria,1992-01-01,GEE,7968.443
Hungary,1992-01-01,GEE,7401.68
Sweden,1992-01-01,GEE,7285.522
Portugal,1992-01-01,GEE,7253.468
Lithuania,1992-01-01,GEE,6873.594
Switzerland,1992-01-01,GEE,6686.221
Finland,1992-01-01,GEE,6346.042
Norway,1992-01-01,GEE,4848.037
Slovak Republic,1992-01-01,GEE,4135.1
Latvia,1992-01-01,GEE,3589.334
  Croatia,1992-01-01,GEE,3586.742
Costa Rica,1992-01-01,GEE,3496.618
Estonia,1992-01-01,GEE,2208.796
Slovenia,1992-01-01,GEE,1947.359
Luxembourg,1992-01-01,GEE,693.583
Iceland,1992-01-01,GEE,658.73
  Cyprus,1992-01-01,GEE,491.046
  Malta,1992-01-01,GEE,114.057
  India,1993-01-01,GEE,624027.699
  China (People's Republic of),1993-01-01,GEE,610646.444
United States,1993-01-01,GEE,561732.361
  Brazil,1993-01-01,GEE,377821.828
  Russia,1993-01-01,GEE,208701.707
  Indonesia,1993-01-01,GEE,122754.437
Mexico,1993-01-01,GEE,109852.852
  Argentina,1993-01-01,GEE,109493.54
Australia,1993-01-01,GEE,86069.359
France,1993-01-01,GEE,75366.275
  Ukraine,1993-01-01,GEE,72575.163
Germany,1993-01-01,GEE,63328.887
  Viet Nam,1993-01-01,GEE,54335.257
  Kazakhstan,1993-01-01,GEE,53829.138
United Kingdom,1993-01-01,GEE,49403.679
Türkiye,1993-01-01,GEE,47406.985
  Philippines,1993-01-01,GEE,47155.448
Canada,1993-01-01,GEE,44259.938
Colombia,1993-01-01,GEE,41550.759
Italy,1993-01-01,GEE,38384.882
Japan,1993-01-01,GEE,37903.45
Poland,1993-01-01,GEE,37212.717
New Zealand,1993-01-01,GEE,33506.029
Spain,1993-01-01,GEE,30833.984
  Romania,1993-01-01,GEE,25435.79
Netherlands,1993-01-01,GEE,25127.592
Korea,1993-01-01,GEE,22108.38
Ireland,1993-01-01,GEE,20437.538
Denmark,1993-01-01,GEE,13695.582
Chile,1993-01-01,GEE,12827.046
Belgium,1993-01-01,GEE,11658.595
Czech Republic,1993-01-01,GEE,10041.844
Greece,1993-01-01,GEE,9791.128
Austria,1993-01-01,GEE,8073.153
  Bulgaria,1993-01-01,GEE,7991.273
Sweden,1993-01-01,GEE,7605.775
Portugal,1993-01-01,GEE,7195.53
Finland,1993-01-01,GEE,6624.938
Switzerland,1993-01-01,GEE,6594.43
Hungary,1993-01-01,GEE,6504.589
Lithuania,1993-01-01,GEE,5516.813
Norway,1993-01-01,GEE,4841.254
Slovak Republic,1993-01-01,GEE,3684.888
  Croatia,1993-01-01,GEE,3413.675
Costa Rica,1993-01-01,GEE,3396.752
Latvia,1993-01-01,GEE,2476.853
Slovenia,1993-01-01,GEE,1838.742
Estonia,1993-01-01,GEE,1733.924
Luxembourg,1993-01-01,GEE,697.348
Iceland,1993-01-01,GEE,659.636
  Cyprus,1993-01-01,GEE,519.189
  Malta,1993-01-01,GEE,113.968
  India,1994-01-01,GEE,631758.95
  China (People's Republic of),1994-01-01,GEE,630151.918
United States,1994-01-01,GEE,566157.526
  Brazil,1994-01-01,GEE,386071.534
  Russia,1994-01-01,GEE,186423.782
  Indonesia,1994-01-01,GEE,123568.301
Mexico,1994-01-01,GEE,115726.162
  Argentina,1994-01-01,GEE,107691.29
Australia,1994-01-01,GEE,86039.102
France,1994-01-01,GEE,74640.689
  Ukraine,1994-01-01,GEE,65806.655
Germany,1994-01-01,GEE,63179.005
  Viet Nam,1994-01-01,GEE,56766.999
  Philippines,1994-01-01,GEE,50866.186
United Kingdom,1994-01-01,GEE,50103.375
  Kazakhstan,1994-01-01,GEE,49801.06
Canada,1994-01-01,GEE,46068.845
Türkiye,1994-01-01,GEE,44926.266
Colombia,1994-01-01,GEE,41978.463
Italy,1994-01-01,GEE,38137.52
Japan,1994-01-01,GEE,38001.156
Poland,1994-01-01,GEE,36922.294
New Zealand,1994-01-01,GEE,34605.102
Spain,1994-01-01,GEE,32367.438
  Romania,1994-01-01,GEE,24496.753
Netherlands,1994-01-01,GEE,24200.145
Korea,1994-01-01,GEE,22554.07
Ireland,1994-01-01,GEE,20556.232
Denmark,1994-01-01,GEE,13529.327
Chile,1994-01-01,GEE,13151.563
Belgium,1994-01-01,GEE,11548.302
Greece,1994-01-01,GEE,9524.154
Czech Republic,1994-01-01,GEE,9070.066
Austria,1994-01-01,GEE,8035.803
Sweden,1994-01-01,GEE,7741.816
Portugal,1994-01-01,GEE,7222.489
  Bulgaria,1994-01-01,GEE,6863.792
Finland,1994-01-01,GEE,6674.324
Switzerland,1994-01-01,GEE,6578.255
Hungary,1994-01-01,GEE,6315.629
Lithuania,1994-01-01,GEE,4865.484
Norway,1994-01-01,GEE,4850.567
Slovak Republic,1994-01-01,GEE,3532.141
Costa Rica,1994-01-01,GEE,3322.378
  Croatia,1994-01-01,GEE,3253.156
Latvia,1994-01-01,GEE,2182.808
Slovenia,1994-01-01,GEE,1855.137
Estonia,1994-01-01,GEE,1584.615
Luxembourg,1994-01-01,GEE,680.226
Iceland,1994-01-01,GEE,663.256
  Cyprus,1994-01-01,GEE,513.728
  Malta,1994-01-01,GEE,111.154
  China (People's Republic of),1995-01-01,GEE,687319.181
  India,1995-01-01,GEE,636095.239
United States,1995-01-01,GEE,572213.845
  Brazil,1995-01-01,GEE,392508.171
  Russia,1995-01-01,GEE,165439.977
  Indonesia,1995-01-01,GEE,129837.781
Mexico,1995-01-01,GEE,114104.309
  Argentina,1995-01-01,GEE,105635.342
Australia,1995-01-01,GEE,82278.653
France,1995-01-01,GEE,75237.871
Germany,1995-01-01,GEE,63189.248
  Ukraine,1995-01-01,GEE,60607.715
  Viet Nam,1995-01-01,GEE,57834.378
  Philippines,1995-01-01,GEE,52480.958
  Kazakhstan,1995-01-01,GEE,50143.382
United Kingdom,1995-01-01,GEE,49885.641
Canada,1995-01-01,GEE,48126.202
Türkiye,1995-01-01,GEE,44079.788
Colombia,1995-01-01,GEE,41228.937
Italy,1995-01-01,GEE,38076.4
Japan,1995-01-01,GEE,37096.271
Poland,1995-01-01,GEE,36724.76
New Zealand,1995-01-01,GEE,35176.372
Spain,1995-01-01,GEE,32792.489
  Romania,1995-01-01,GEE,24591.561
Netherlands,1995-01-01,GEE,24194.721
Korea,1995-01-01,GEE,22820.65
Ireland,1995-01-01,GEE,21112.769
Denmark,1995-01-01,GEE,13553.233
Chile,1995-01-01,GEE,13449.686
Belgium,1995-01-01,GEE,11754.723
Greece,1995-01-01,GEE,9887.56
Czech Republic,1995-01-01,GEE,9170.804
Austria,1995-01-01,GEE,8130.442
Sweden,1995-01-01,GEE,7551.737
Portugal,1995-01-01,GEE,7277.511
Switzerland,1995-01-01,GEE,6583.196
Finland,1995-01-01,GEE,6461.198
Hungary,1995-01-01,GEE,6041.976
  Bulgaria,1995-01-01,GEE,5790.407
Norway,1995-01-01,GEE,4888.586
Lithuania,1995-01-01,GEE,4501.713
Slovak Republic,1995-01-01,GEE,3585.504
Costa Rica,1995-01-01,GEE,3211.09
  Croatia,1995-01-01,GEE,3132.045
Latvia,1995-01-01,GEE,2030.454
Slovenia,1995-01-01,GEE,1855.024
Estonia,1995-01-01,GEE,1405.612
Luxembourg,1995-01-01,GEE,698.631
Iceland,1995-01-01,GEE,643.455
  Cyprus,1995-01-01,GEE,543.807
  Malta,1995-01-01,GEE,107.666
  China (People's Republic of),1996-01-01,GEE,730152.118
  India,1996-01-01,GEE,643560.41
United States,1996-01-01,GEE,577540.93
  Brazil,1996-01-01,GEE,373147.656
  Russia,1996-01-01,GEE,153609.314
  Indonesia,1996-01-01,GEE,132815.453
Mexico,1996-01-01,GEE,106826.707
  Argentina,1996-01-01,GEE,106528.958
Australia,1996-01-01,GEE,84494.533
France,1996-01-01,GEE,75819.784
Germany,1996-01-01,GEE,63734.244
  Viet Nam,1996-01-01,GEE,60552.533
  Philippines,1996-01-01,GEE,55370.809
  Ukraine,1996-01-01,GEE,51624.888
United Kingdom,1996-01-01,GEE,50882.463
  Kazakhstan,1996-01-01,GEE,49197.298
Canada,1996-01-01,GEE,49140.282
Türkiye,1996-01-01,GEE,44757.268
Colombia,1996-01-01,GEE,42566.768
Italy,1996-01-01,GEE,38047.88
Japan,1996-01-01,GEE,36294.4
Poland,1996-01-01,GEE,35755.94
New Zealand,1996-01-01,GEE,35500.516
Spain,1996-01-01,GEE,35383.426
  Romania,1996-01-01,GEE,24023.321
Netherlands,1996-01-01,GEE,23824.577
Korea,1996-01-01,GEE,23333.73
Ireland,1996-01-01,GEE,21626.98
Chile,1996-01-01,GEE,13563.918
Denmark,1996-01-01,GEE,13164.049
Belgium,1996-01-01,GEE,11669.927
Greece,1996-01-01,GEE,9938.033
Czech Republic,1996-01-01,GEE,8876.503
Austria,1996-01-01,GEE,7994.766
Sweden,1996-01-01,GEE,7624.431
Portugal,1996-01-01,GEE,7466.801
Finland,1996-01-01,GEE,6570.244
Switzerland,1996-01-01,GEE,6484.68
Hungary,1996-01-01,GEE,6059.158
  Bulgaria,1996-01-01,GEE,5490.793
Norway,1996-01-01,GEE,4923.635
Lithuania,1996-01-01,GEE,4640.077
Slovak Republic,1996-01-01,GEE,3470.78
Costa Rica,1996-01-01,GEE,3119.837
  Croatia,1996-01-01,GEE,3049.285
Israel,1996-01-01,GEE,2071.92
Latvia,1996-01-01,GEE,1983.622
Slovenia,1996-01-01,GEE,1793.791
Estonia,1996-01-01,GEE,1298.811
Luxembourg,1996-01-01,GEE,703.633
Iceland,1996-01-01,GEE,656.317
  Cyprus,1996-01-01,GEE,551.121
  Malta,1996-01-01,GEE,111.104
  China (People's Republic of),1997-01-01,GEE,661107.785
  India,1997-01-01,GEE,648537.003
United States,1997-01-01,GEE,566768.307
  Brazil,1997-01-01,GEE,381430.743
  Russia,1997-01-01,GEE,141352.874
  Indonesia,1997-01-01,GEE,128221.951
Mexico,1997-01-01,GEE,109944.593
  Argentina,1997-01-01,GEE,103297.306
Australia,1997-01-01,GEE,85697.551
France,1997-01-01,GEE,75945.323
Germany,1997-01-01,GEE,62749.875
  Viet Nam,1997-01-01,GEE,60988.071
  Philippines,1997-01-01,GEE,55485.312
United Kingdom,1997-01-01,GEE,50729.475
  Kazakhstan,1997-01-01,GEE,50724.01
Canada,1997-01-01,GEE,49393.931
  Ukraine,1997-01-01,GEE,48038.922
Colombia,1997-01-01,GEE,42847.648
Türkiye,1997-01-01,GEE,42505.017
Italy,1997-01-01,GEE,38514.77
Poland,1997-01-01,GEE,36562.429
Japan,1997-01-01,GEE,36355.494
New Zealand,1997-01-01,GEE,36330.83
Spain,1997-01-01,GEE,35338.718
Korea,1997-01-01,GEE,23341.75
Netherlands,1997-01-01,GEE,22975.438
  Romania,1997-01-01,GEE,22588.983
Ireland,1997-01-01,GEE,21836.171
Chile,1997-01-01,GEE,14022.021
Denmark,1997-01-01,GEE,13198.904
Belgium,1997-01-01,GEE,11657.979
Greece,1997-01-01,GEE,9865.486
Czech Republic,1997-01-01,GEE,8500.747
Austria,1997-01-01,GEE,7935.84
Sweden,1997-01-01,GEE,7662.135
Portugal,1997-01-01,GEE,7494.202
Finland,1997-01-01,GEE,6670.919
Switzerland,1997-01-01,GEE,6263.205
Hungary,1997-01-01,GEE,6017.569
  Bulgaria,1997-01-01,GEE,5504.849
Norway,1997-01-01,GEE,4862.539
Lithuania,1997-01-01,GEE,4670.304
Slovak Republic,1997-01-01,GEE,3402.269
  Croatia,1997-01-01,GEE,3188.851
Costa Rica,1997-01-01,GEE,3098.43
Latvia,1997-01-01,GEE,1962.861
Slovenia,1997-01-01,GEE,1743.341
Estonia,1997-01-01,GEE,1309.197
Luxembourg,1997-01-01,GEE,695.271
Iceland,1997-01-01,GEE,647.845
  Cyprus,1997-01-01,GEE,540.867
  Malta,1997-01-01,GEE,112.927
  China (People's Republic of),1998-01-01,GEE,684654.746
  India,1998-01-01,GEE,655910.329
United States,1998-01-01,GEE,574997.062
  Brazil,1998-01-01,GEE,392255.459
  Indonesia,1998-01-01,GEE,131211.675
  Russia,1998-01-01,GEE,127449.643
Mexico,1998-01-01,GEE,111892.972
  Argentina,1998-01-01,GEE,102827.565
Australia,1998-01-01,GEE,85442.197
France,1998-01-01,GEE,75929.689
  Viet Nam,1998-01-01,GEE,64181.821
Germany,1998-01-01,GEE,63202.484
  Kazakhstan,1998-01-01,GEE,54506.171
United Kingdom,1998-01-01,GEE,50493.149
Canada,1998-01-01,GEE,50056.661
  Philippines,1998-01-01,GEE,48534.497
Türkiye,1998-01-01,GEE,43720.122
  Ukraine,1998-01-01,GEE,43096.555
Colombia,1998-01-01,GEE,42724.723
Italy,1998-01-01,GEE,37923.633
Poland,1998-01-01,GEE,36457.195
Spain,1998-01-01,GEE,36276.348
New Zealand,1998-01-01,GEE,35740.367
Japan,1998-01-01,GEE,35222.64
Korea,1998-01-01,GEE,23066.85
Ireland,1998-01-01,GEE,22393.611
Netherlands,1998-01-01,GEE,22280.343
  Romania,1998-01-01,GEE,21942.765
Chile,1998-01-01,GEE,13965.581
Denmark,1998-01-01,GEE,13199.015
Belgium,1998-01-01,GEE,11467.217
Greece,1998-01-01,GEE,9822.214
Czech Republic,1998-01-01,GEE,8140.04
Austria,1998-01-01,GEE,7911.022
Sweden,1998-01-01,GEE,7549.374
Portugal,1998-01-01,GEE,7454.144
Finland,1998-01-01,GEE,6490.903
Switzerland,1998-01-01,GEE,6220.917
Hungary,1998-01-01,GEE,6193.717
  Bulgaria,1998-01-01,GEE,5000.16
Norway,1998-01-01,GEE,4854.991
Lithuania,1998-01-01,GEE,4506.369
Slovak Republic,1998-01-01,GEE,3058.553
Costa Rica,1998-01-01,GEE,3024.091
  Croatia,1998-01-01,GEE,2984.411
Latvia,1998-01-01,GEE,1854.236
Slovenia,1998-01-01,GEE,1783.31
Estonia,1998-01-01,GEE,1327.082
Luxembourg,1998-01-01,GEE,689.887
Iceland,1998-01-01,GEE,660.1
  Cyprus,1998-01-01,GEE,543.113
  Malta,1998-01-01,GEE,107.682
  China (People's Republic of),1999-01-01,GEE,703678.883
  India,1999-01-01,GEE,659422.991
United States,1999-01-01,GEE,571724.904
  Brazil,1999-01-01,GEE,394525.929
  Indonesia,1999-01-01,GEE,129606.2
  Russia,1999-01-01,GEE,120539.925
Mexico,1999-01-01,GEE,110489.624
  Argentina,1999-01-01,GEE,102818.201
Australia,1999-01-01,GEE,85399.788
France,1999-01-01,GEE,76294.485
  Viet Nam,1999-01-01,GEE,66417.117
Germany,1999-01-01,GEE,63368.028
  Kazakhstan,1999-01-01,GEE,60597.274
  Philippines,1999-01-01,GEE,57031.457
United Kingdom,1999-01-01,GEE,50309.664
Canada,1999-01-01,GEE,50138.687
Türkiye,1999-01-01,GEE,44276.394
Colombia,1999-01-01,GEE,43253.624
  Ukraine,1999-01-01,GEE,39376.721
Italy,1999-01-01,GEE,38370.919
Spain,1999-01-01,GEE,36904.398
New Zealand,1999-01-01,GEE,35974.613
Japan,1999-01-01,GEE,35263.061
Poland,1999-01-01,GEE,34988.936
Ireland,1999-01-01,GEE,22078.409
Korea,1999-01-01,GEE,21941.91
Netherlands,1999-01-01,GEE,21805.423
  Romania,1999-01-01,GEE,20847.568
Chile,1999-01-01,GEE,13959.456
Denmark,1999-01-01,GEE,12797.417
Belgium,1999-01-01,GEE,11646.426
Greece,1999-01-01,GEE,9734.565
Czech Republic,1999-01-01,GEE,8186.733
Austria,1999-01-01,GEE,7787.082
Portugal,1999-01-01,GEE,7584.251
Sweden,1999-01-01,GEE,7342.815
Finland,1999-01-01,GEE,6385.792
Hungary,1999-01-01,GEE,6266.062
Switzerland,1999-01-01,GEE,6166.706
  Bulgaria,1999-01-01,GEE,5305.663
Norway,1999-01-01,GEE,4881.831
Lithuania,1999-01-01,GEE,4217.149
  Croatia,1999-01-01,GEE,3111.827
Costa Rica,1999-01-01,GEE,2976.085
Slovak Republic,1999-01-01,GEE,2882.887
Slovenia,1999-01-01,GEE,1799.008
Latvia,1999-01-01,GEE,1656.828
Estonia,1999-01-01,GEE,1152.463
Luxembourg,1999-01-01,GEE,690.904
Iceland,1999-01-01,GEE,657.706
  Cyprus,1999-01-01,GEE,534.526
  Malta,1999-01-01,GEE,111.121
  China (People's Republic of),2000-01-01,GEE,692864.261
  India,2000-01-01,GEE,654377.472
United States,2000-01-01,GEE,564996.914
  Brazil,2000-01-01,GEE,399589.168
  Indonesia,2000-01-01,GEE,128656.005
  Russia,2000-01-01,GEE,120764.274
  Argentina,2000-01-01,GEE,113610.113
Mexico,2000-01-01,GEE,112518.786
Australia,2000-01-01,GEE,88716.22
France,2000-01-01,GEE,78506.056
  Kazakhstan,2000-01-01,GEE,70620.378
  Viet Nam,2000-01-01,GEE,67517.427
Germany,2000-01-01,GEE,62732.483
  Philippines,2000-01-01,GEE,57692.631
Canada,2000-01-01,GEE,50960.371
United Kingdom,2000-01-01,GEE,48571.475
Colombia,2000-01-01,GEE,43057.708
  South Africa,2000-01-01,GEE,42439.09
Türkiye,2000-01-01,GEE,42332.13
Spain,2000-01-01,GEE,38754.156
  Ukraine,2000-01-01,GEE,37334.681
Italy,2000-01-01,GEE,37184.86
New Zealand,2000-01-01,GEE,37068.757
Japan,2000-01-01,GEE,35238.813
Poland,2000-01-01,GEE,33205.864
Korea,2000-01-01,GEE,21368.79
Ireland,2000-01-01,GEE,21182.751
Netherlands,2000-01-01,GEE,20627.759
  Romania,2000-01-01,GEE,19794.874
Chile,2000-01-01,GEE,13798.566
Denmark,2000-01-01,GEE,12773.997
Belgium,2000-01-01,GEE,10855.583
Greece,2000-01-01,GEE,9563.76
Czech Republic,2000-01-01,GEE,8281.609
Portugal,2000-01-01,GEE,7698.952
Austria,2000-01-01,GEE,7643.627
Sweden,2000-01-01,GEE,7319.959
Finland,2000-01-01,GEE,6386.363
Hungary,2000-01-01,GEE,6149.08
Switzerland,2000-01-01,GEE,6136.665
  Bulgaria,2000-01-01,GEE,5043.342
Norway,2000-01-01,GEE,4715.305
Lithuania,2000-01-01,GEE,4011.656
  Croatia,2000-01-01,GEE,3093.197
Costa Rica,2000-01-01,GEE,2900.398
Slovak Republic,2000-01-01,GEE,2855.301
Israel,2000-01-01,GEE,2221.994
Slovenia,2000-01-01,GEE,1892.159
Latvia,2000-01-01,GEE,1680.554
Estonia,2000-01-01,GEE,1158.695
Luxembourg,2000-01-01,GEE,684.721
Iceland,2000-01-01,GEE,641.397
  Cyprus,2000-01-01,GEE,542.492
  Malta,2000-01-01,GEE,105.229
  China (People's Republic of),2001-01-01,GEE,680650.813
  India,2001-01-01,GEE,659357.38
United States,2001-01-01,GEE,573120.989
  Brazil,2001-01-01,GEE,418452.452
  Indonesia,2001-01-01,GEE,127159.656
  Argentina,2001-01-01,GEE,120202.475
  Russia,2001-01-01,GEE,118229.661
Mexico,2001-01-01,GEE,112430.441
Australia,2001-01-01,GEE,87630.111
France,2001-01-01,GEE,78150.285
  Viet Nam,2001-01-01,GEE,65026.568
  Kazakhstan,2001-01-01,GEE,64111.289
Germany,2001-01-01,GEE,63456.547
  Philippines,2001-01-01,GEE,58289.632
Canada,2001-01-01,GEE,51395.84
United Kingdom,2001-01-01,GEE,46240.601
Colombia,2001-01-01,GEE,43930.509
  South Africa,2001-01-01,GEE,43315.79
Türkiye,2001-01-01,GEE,39893.713
Spain,2001-01-01,GEE,38446.11
  Ukraine,2001-01-01,GEE,37977.303
New Zealand,2001-01-01,GEE,37837.168
Italy,2001-01-01,GEE,36859.866
Japan,2001-01-01,GEE,34514.597
Poland,2001-01-01,GEE,32615.279
Ireland,2001-01-01,GEE,20977.061
Korea,2001-01-01,GEE,20868.3
Netherlands,2001-01-01,GEE,20244.32
  Romania,2001-01-01,GEE,19835.424
